date,jobs,ID,labour_force,sector_information_technology,sector_engineering_technology,sector_management_staff,sector_trade_service,sector_industry_craft,sector_sales_communication,sector_teaching,sector_office_finance,sector_social_health,sector_other
2006-04-01,1796,Västerbotten,138200.00000000006,24,98,72,263,178,252,455,305,453,219
2006-07-01,1223,Västerbotten,136500.0,15,114,50,229,128,204,173,166,294,132
2006-10-01,1613,Västerbotten,132500.0,54,96,81,224,201,279,254,268,378,200
2007-01-01,1870,Västerbotten,133600.0,56,151,108,289,304,332,176,314,545,147
2007-04-01,1736,Västerbotten,139400.0,66,141,109,244,300,272,425,227,326,61
2007-07-01,1315,Västerbotten,139799.99999999994,38,98,103,290,218,228,184,186,223,33
2007-10-01,1592,Västerbotten,133900.0,75,141,116,265,232,290,242,250,326,50
2008-01-01,2220,Västerbotten,131800.0,108,145,148,372,307,351,274,379,567,207
2008-04-01,1838,Västerbotten,135800.0,58,102,102,299,231,252,482,261,370,127
2008-07-01,1407,Västerbotten,136600.0,59,69,109,217,133,244,233,237,242,169
2008-10-01,1284,Västerbotten,130300.0,79,51,71,200,62,224,319,189,284,86
2009-01-01,1415,Västerbotten,131200.00000000006,56,56,101,153,97,244,267,225,438,143
2009-04-01,1253,Västerbotten,136100.0,23,47,64,119,83,240,371,168,250,158
2009-07-01,923,Västerbotten,135600.0,27,40,59,174,62,192,159,124,189,86
2009-10-01,1139,Västerbotten,129500.0,32,46,83,106,49,249,257,184,252,105
2010-01-01,1755,Västerbotten,128100.0,62,64,113,220,119,360,282,226,460,241
2010-04-01,1584,Västerbotten,133300.0,73,87,89,159,129,253,348,198,384,201
2010-07-01,1292,Västerbotten,135300.0,47,67,115,149,78,249,244,208,308,124
2010-10-01,1626,Västerbotten,130700.0,62,106,122,158,102,238,396,213,429,133
2011-01-01,2139,Västerbotten,133100.0,103,153,160,226,151,361,301,336,628,252
2011-04-01,2360,Västerbotten,139400.0,83,174,154,255,218,304,590,357,473,285
2011-07-01,1712,Västerbotten,138500.0,60,124,136,291,159,294,309,232,357,105
2011-10-01,2158,Västerbotten,132500.0,102,155,92,260,143,325,535,265,377,177
2012-01-01,2220,Västerbotten,133600.0,119,133,90,281,218,291,357,316,598,162
2012-04-01,2347,Västerbotten,139700.0,105,130,92,258,230,311,625,236,508,147
2012-07-01,1835,Västerbotten,136800.0,64,123,78,300,159,261,375,184,444,89
2012-10-01,1988,Västerbotten,131600.0,90,128,81,224,143,311,420,250,467,142
2013-01-01,2223,Västerbotten,129800.0,89,123,93,241,186,352,291,312,684,193
2013-04-01,2234,Västerbotten,137900.0,84,99,107,270,171,360,527,254,502,153
2013-07-01,1739,Västerbotten,136299.99999999994,83,78,62,268,148,249,268,187,461,123
2013-10-01,1937,Västerbotten,134200.0,94,90,79,237,125,207,392,261,569,138
2014-01-01,2232,Västerbotten,136000.0,85,132,88,276,172,310,317,315,721,172
2014-04-01,2278,Västerbotten,140900.0,67,98,89,266,147,267,672,231,543,153
2014-07-01,1748,Västerbotten,141800.0,99,79,47,250,121,235,311,225,495,121
2014-10-01,2314,Västerbotten,136000.0,141,145,81,257,139,294,456,287,603,240
2015-01-01,2845,Västerbotten,134500.0,161,154,79,327,189,398,383,355,890,272
2015-04-01,336,Västerbotten,138400.0,163,173,112,305,185,519,628,324,667,304
2015-07-01,1356,Västerbotten,138000.0,88,84,55,161,88,271,193,137,259,172
2015-10-01,1866,Västerbotten,136900.0,141,150,99,191,110,294,325,230,406,162
2016-01-01,1935,Västerbotten,136000.0,150,120,63,205,155,284,333,237,481,165
2016-04-01,2839,Västerbotten,142200.00000000006,162,133,74,261,259,350,867,273,612,140
2016-07-01,2235,Västerbotten,143900.0,127,123,72,311,199,316,421,276,571,108
2016-10-01,2859,Västerbotten,138400.0,176,163,112,297,235,357,594,378,778,153
2017-01-01,3216,Västerbotten,143900.0,191,174,99,359,321,406,600,395,896,202
2017-04-01,2927,Västerbotten,144100.0,146,167,95,284,238,369,744,328,773,134
2017-07-01,1743,Västerbotten,146400.0,121,120,67,228,171,259,340,190,379,92
2017-10-01,2148,Västerbotten,139200.0,161,178,91,209,189,256,543,249,493,91
2018-01-01,2414,Västerbotten,140000.0,171,148,100,260,272,343,470,287,601,150
2018-04-01,5369,Västerbotten,142799.99999999994,415,293,256,482,1127,979,809,578,656,424
2018-07-01,4114,Västerbotten,138500.0,319,222,184,512,735,729,445,494,680,336
2018-10-01,4528,Västerbotten,128800.0,388,239,200,565,543,641,746,576,926,307
2019-01-01,4176,Västerbotten,133300.0,225,235,152,618,507,587,611,524,1103,271
2019-04-01,3602,Västerbotten,138500.0,227,165,131,486,416,474,802,421,872,160
2019-07-01,286,Västerbotten,141299.99999999994,115,115,86,393,220,316,319,245,474,121
2004-01-01,896,Västernorrland,,17,41,26,177,103,203,93,133,236,20
2004-04-01,168,Västernorrland,,33,41,47,145,85,162,332,150,235,22
2004-07-01,722,Västernorrland,,18,28,34,154,60,128,163,109,140,21
2004-10-01,833,Västernorrland,,40,40,41,114,88,175,187,151,168,24
2005-01-01,991,Västernorrland,,28,46,40,185,102,186,94,151,325,24
2005-04-01,1238,Västernorrland,126500.0,47,47,42,219,104,260,396,135,232,28
2005-07-01,888,Västernorrland,125500.0,33,27,31,162,83,170,178,117,224,30
2005-10-01,140,Västernorrland,125000.0,21,31,36,122,83,221,277,188,245,38
2006-01-01,1276,Västernorrland,122700.0,38,63,73,183,141,289,151,202,346,90
2006-04-01,1475,Västernorrland,122200.0,36,64,57,198,140,288,467,182,268,69
2006-07-01,156,Västernorrland,123600.0,33,94,62,150,111,211,219,134,210,47
2006-10-01,1218,Västernorrland,123700.0,40,122,81,151,140,214,264,196,262,43
2007-01-01,1346,Västernorrland,125600.0,40,128,90,218,202,299,99,233,342,55
2007-04-01,1460,Västernorrland,130200.0,53,101,100,223,158,278,355,187,274,42
2007-07-01,1214,Västernorrland,127400.0,62,114,67,242,157,271,146,145,209,25
2007-10-01,1436,Västernorrland,121900.0,79,165,95,163,202,289,222,209,236,48
2008-01-01,1801,Västernorrland,118800.0,88,143,105,346,190,319,143,250,410,180
2008-04-01,1516,Västernorrland,122500.0,85,100,106,242,128,236,325,187,249,132
2008-07-01,133,Västernorrland,121400.0,63,65,69,180,75,186,164,156,204,71
2008-10-01,114,Västernorrland,116700.0,72,63,70,137,65,218,195,162,128,75
2009-01-01,1110,Västernorrland,117700.0,47,79,63,158,82,229,151,188,230,104
2009-04-01,903,Västernorrland,119000.0,38,36,51,136,45,198,207,112,144,69
2009-07-01,824,Västernorrland,118800.0,16,21,55,123,50,168,164,151,172,55
2009-10-01,945,Västernorrland,115500.0,46,53,80,110,57,229,223,146,150,48
2010-01-01,1274,Västernorrland,116400.0,65,62,103,156,70,322,147,203,288,129
2010-04-01,1895,Västernorrland,122700.0,84,119,145,182,94,311,433,222,204,369
2010-07-01,1370,Västernorrland,122600.0,94,90,96,159,80,225,250,179,192,235
2010-10-01,1470,Västernorrland,119800.0,65,124,123,158,124,234,270,204,227,195
2011-01-01,1823,Västernorrland,122500.0,111,128,189,234,149,348,190,321,437,206
2011-04-01,1866,Västernorrland,123900.0,103,171,169,224,147,252,411,320,279,168
2011-07-01,1432,Västernorrland,123700.0,75,126,115,227,127,247,203,226,271,106
2011-10-01,1671,Västernorrland,119600.0,111,163,80,209,147,329,274,203,225,152
2012-01-01,1693,Västernorrland,119600.0,160,136,81,212,131,325,165,266,346,121
2012-04-01,1651,Västernorrland,121100.0,116,152,99,202,148,273,337,184,274,90
2012-07-01,1299,Västernorrland,123400.0,57,86,88,179,108,218,246,144,263,86
2012-10-01,1440,Västernorrland,119000.0,86,109,76,130,104,232,260,206,323,92
2013-01-01,1452,Västernorrland,120500.0,58,85,57,240,91,256,152,230,387,114
2013-04-01,1638,Västernorrland,123100.0,76,88,58,243,81,255,434,188,317,97
2013-07-01,1296,Västernorrland,124000.0,69,82,37,214,59,252,319,120,224,89
2013-10-01,1505,Västernorrland,121100.0,109,113,72,149,64,214,301,213,327,153
2014-01-01,1706,Västernorrland,123200.0,120,123,60,244,106,274,207,257,458,148
2014-04-01,1853,Västernorrland,126400.0,112,84,54,223,128,222,534,229,406,105
2014-07-01,1513,Västernorrland,126200.0,82,97,64,216,95,291,269,171,360,109
2014-10-01,23,Västernorrland,122700.0,116,115,76,231,124,286,421,310,474,179
2015-01-01,2397,Västernorrland,120200.0,132,140,67,287,157,388,318,296,702,229
2015-04-01,2533,Västernorrland,122100.0,99,162,100,206,149,442,590,272,542,241
2015-07-01,1227,Västernorrland,125000.0,51,65,34,81,54,269,238,134,278,143
2015-10-01,1574,Västernorrland,117400.0,113,95,79,116,54,278,319,213,342,146
2016-01-01,1589,Västernorrland,120100.0,88,80,51,167,118,347,202,246,389,113
2016-04-01,2311,Västernorrland,122700.0,95,90,72,158,112,208,681,414,545,156
2016-07-01,1727,Västernorrland,122100.0,106,105,54,141,109,237,326,308,442,89
2016-10-01,2143,Västernorrland,121700.0,185,149,79,168,117,329,388,304,603,125
2017-01-01,2388,Västernorrland,123900.0,153,173,112,252,174,367,341,313,695,154
2017-04-01,2361,Västernorrland,126500.0,151,163,95,223,127,320,683,254,518,126
2017-07-01,1655,Västernorrland,129200.0,118,128,77,162,112,276,309,201,399,87
2017-10-01,1760,Västernorrland,122800.0,157,191,108,118,111,246,307,265,440,109
2018-01-01,1892,Västernorrland,123600.0,173,189,122,181,153,357,300,266,363,128
2018-04-01,588,Västernorrland,127900.0,409,271,240,422,1031,1005,739,580,600,385
2018-07-01,3868,Västernorrland,121600.0,338,277,176,356,690,653,320,474,714,303
2018-10-01,48,Västernorrland,117700.0,395,247,161,371,485,557,502,522,933,283
2019-01-01,3285,Västernorrland,120200.0,251,184,143,339,347,455,359,421,1064,153
2019-04-01,3220,Västernorrland,121900.0,247,184,127,309,267,313,617,361,1001,159
2019-07-01,1599,Västernorrland,121800.0,105,97,51,218,122,226,231,177,471,73
2004-01-01,136,Västmanland,,31,72,32,197,136,196,128,140,290,51
2004-04-01,1291,Västmanland,,25,58,69,292,144,163,387,124,262,30
2004-07-01,791,Västmanland,,18,51,53,170,114,136,128,81,171,15
2004-10-01,851,Västmanland,,21,54,39,150,79,171,157,95,196,21
2005-01-01,194,Västmanland,,29,79,43,197,144,168,104,130,360,41
2005-04-01,1256,Västmanland,140400.0,47,65,48,168,143,185,332,147,292,37
2005-07-01,897,Västmanland,138600.00000000006,20,43,41,139,121,231,126,109,176,27
2005-10-01,185,Västmanland,134700.0,41,83,54,155,136,214,183,145,227,54
2006-01-01,1375,Västmanland,130000.0,34,90,78,204,184,292,120,203,361,101
2006-04-01,1678,Västmanland,135400.0,54,109,77,212,200,328,406,223,313,76
2006-07-01,1245,Västmanland,131400.0,56,117,70,164,181,214,164,171,252,74
2006-10-01,1535,Västmanland,131800.0,76,179,101,187,206,220,244,218,308,71
2007-01-01,1894,Västmanland,126500.0,116,284,147,248,302,321,179,299,393,61
2007-04-01,263,Västmanland,129100.0,109,226,166,257,295,310,447,276,327,62
2007-07-01,1863,Västmanland,129900.0,114,237,145,264,298,386,199,255,249,51
2007-10-01,256,Västmanland,123400.0,155,291,156,226,300,456,229,291,308,75
2008-01-01,2354,Västmanland,126100.0,167,281,180,323,282,441,194,355,481,185
2008-04-01,1946,Västmanland,130000.0,143,187,134,271,221,316,405,219,272,183
2008-07-01,1612,Västmanland,134700.0,141,226,118,204,176,360,162,181,227,130
2008-10-01,1373,Västmanland,130700.0,103,137,105,139,63,289,230,216,237,96
2009-01-01,1233,Västmanland,130100.0,56,93,78,144,79,246,133,204,339,130
2009-04-01,1273,Västmanland,135200.0,79,69,98,140,64,263,293,150,215,99
2009-07-01,877,Västmanland,133299.99999999994,37,50,50,135,58,278,107,107,155,49
2009-10-01,1166,Västmanland,129700.0,68,95,106,139,82,297,187,156,203,79
2010-01-01,1596,Västmanland,129900.0,89,126,136,220,106,449,209,213,329,113
2010-04-01,1751,Västmanland,131300.0,113,132,112,200,121,393,379,224,289,163
2010-07-01,1449,Västmanland,129200.0,146,128,125,218,133,316,199,166,212,82
2010-10-01,1763,Västmanland,129100.0,121,199,148,205,140,399,264,248,300,109
2011-01-01,2463,Västmanland,128100.0,157,250,204,288,213,596,201,401,471,249
2011-04-01,2457,Västmanland,130400.0,155,283,180,271,246,488,436,339,299,202
2011-07-01,269,Västmanland,128400.0,125,241,171,268,187,526,235,271,252,160
2011-10-01,2379,Västmanland,127600.0,211,304,164,246,185,481,407,276,292,147
2012-01-01,2671,Västmanland,126900.0,210,321,163,326,308,546,253,317,478,187
2012-04-01,2568,Västmanland,131100.0,222,290,130,269,199,459,536,245,406,154
2012-07-01,1833,Västmanland,131700.0,126,199,92,252,134,378,264,213,299,130
2012-10-01,1929,Västmanland,129600.0,153,237,119,217,115,409,273,217,332,116
2013-01-01,2237,Västmanland,131200.0,119,173,101,252,208,471,225,260,508,208
2013-04-01,2456,Västmanland,136000.0,168,202,100,317,220,436,477,274,441,155
2013-07-01,275,Västmanland,137900.0,164,163,96,255,226,370,233,275,373,183
2013-10-01,1889,Västmanland,135500.0,135,186,110,205,154,311,308,210,406,145
2014-01-01,2263,Västmanland,136000.0,124,201,114,261,217,344,296,265,535,240
2014-04-01,2628,Västmanland,136000.0,132,213,92,311,220,463,634,228,492,184
2014-07-01,2203,Västmanland,136600.0,111,172,69,403,156,585,295,182,464,174
2014-10-01,2678,Västmanland,134200.00000000006,136,224,115,385,210,531,414,307,598,222
2015-01-01,2929,Västmanland,134500.0,133,196,122,367,284,543,360,334,752,257
2015-04-01,314,Västmanland,137900.0,145,211,118,278,276,547,640,324,537,259
2015-07-01,1503,Västmanland,136400.0,103,91,69,103,141,360,209,170,253,156
2015-10-01,249,Västmanland,132299.99999999994,160,157,105,140,120,382,257,333,448,203
2016-01-01,1934,Västmanland,133900.0,121,147,62,164,178,340,202,297,515,139
2016-04-01,2822,Västmanland,136900.0,104,142,101,241,320,380,657,356,647,146
2016-07-01,2343,Västmanland,136200.0,155,132,100,236,248,358,399,310,571,126
2016-10-01,2823,Västmanland,130700.0,250,187,124,238,282,385,453,428,746,165
2017-01-01,3205,Västmanland,132900.0,249,182,130,410,360,457,395,420,851,215
2017-04-01,364,Västmanland,134700.0,195,212,119,277,254,342,648,342,649,359
2017-07-01,2291,Västmanland,135000.0,215,159,103,211,185,352,275,295,474,301
2017-10-01,2402,Västmanland,135000.0,227,238,131,198,227,389,286,300,500,242
2018-01-01,2416,Västmanland,137300.0,236,265,147,243,231,384,241,321,470,261
2018-04-01,5692,Västmanland,140400.0,429,321,251,481,1170,1065,691,611,626,698
2018-07-01,4452,Västmanland,136600.0,394,293,213,455,804,751,482,469,639,490
2018-10-01,4710,Västmanland,139400.0,576,370,250,490,582,720,689,555,693,465
2019-01-01,4164,Västmanland,139600.0,294,294,178,550,460,552,588,396,940,448
2019-04-01,3896,Västmanland,142000.0,276,226,157,455,447,482,709,365,800,416
2019-07-01,268,Västmanland,141100.0,164,120,63,273,212,325,265,215,410,255
2004-01-01,873,Västra Götalands,,231,425,332,1624,1105,1362,929,1243,2121,346
2004-04-01,8867,Västra Götalands,,228,461,426,1506,1093,1273,2623,1079,1521,301
2004-07-01,5391,Västra Götalands,,175,339,269,1197,756,949,807,829,1044,136
2004-10-01,6361,Västra Götalands,,255,487,349,975,800,1116,1428,933,1219,121
2005-01-01,7601,Västra Götalands,,404,534,376,1427,1138,1266,823,1174,1909,288
2005-04-01,1076,Västra Götalands,807800.0000000001,438,508,433,1392,1204,1448,3201,1309,1773,286
2005-07-01,6706,Västra Götalands,804200.0,335,372,352,1341,861,1352,1016,840,1197,259
2005-10-01,941,Västra Götalands,797000.0,552,612,527,1404,1092,1767,1648,1294,1640,420
2006-01-01,10464,Västra Götalands,801600.0,691,636,588,1801,1399,2108,1118,1493,2200,597
2006-04-01,11765,Västra Götalands,829800.0,633,612,583,1922,1598,2025,2771,1246,1827,549
2006-07-01,99,Västra Götalands,825100.0,544,581,449,1724,1340,1749,1174,1070,1572,478
2006-10-01,10722,Västra Götalands,805200.0,783,827,608,1542,1516,1763,1780,1539,2056,494
2007-01-01,13238,Västra Götalands,803900.0,1185,1170,929,2264,2106,2248,1170,2114,2619,459
2007-04-01,14903,Västra Götalands,818900.0000000001,1143,1187,987,2201,2294,2372,2629,1948,2360,551
2007-07-01,1210,Västra Götalands,825900.0,1000,1029,884,1969,1785,2175,1254,1778,1996,469
2007-10-01,1523,Västra Götalands,817000.0,1445,1423,1136,1926,1882,2796,1923,2297,2422,590
2008-01-01,16569,Västra Götalands,812800.0,1158,1361,1115,2548,2137,2847,1480,2430,3437,1367
2008-04-01,14332,Västra Götalands,845000.0,1017,1005,874,1904,1481,2015,2922,1705,2512,1227
2008-07-01,10200,Västra Götalands,834300.0,729,759,669,1555,1112,1781,1310,1427,1738,829
2008-10-01,8671,Västra Götalands,818000.0,702,558,550,1044,617,1477,1546,1259,1836,618
2009-01-01,8611,Västra Götalands,814800.0,610,384,522,1351,597,1531,886,1192,2176,891
2009-04-01,7567,Västra Götalands,840000.0,411,387,369,1088,504,1436,1654,854,1514,565
2009-07-01,5519,Västra Götalands,829400.0000000001,338,251,323,1039,415,1295,746,708,989,363
2009-10-01,6581,Västra Götalands,814800.0000000001,500,394,535,859,401,1604,1156,886,1144,354
2010-01-01,9493,Västra Götalands,823600.0,709,611,753,1434,677,2198,960,1370,2064,857
2010-04-01,11775,Västra Götalands,850199.9999999999,759,774,861,1481,927,1964,2703,1555,2202,1037
2010-07-01,9704,Västra Götalands,840199.9999999999,810,706,836,1402,843,1822,1554,1325,1673,637
2010-10-01,12287,Västra Götalands,830400.0000000001,1048,932,1060,1555,995,2007,2373,1833,2268,936
2011-01-01,17482,Västra Götalands,831500.0,1641,1359,1468,2438,1666,3287,1584,3079,3155,1738
2011-04-01,18615,Västra Götalands,857100.0,1779,1466,1501,2247,1524,3134,3282,2921,2774,1612
2011-07-01,14498,Västra Götalands,860300.0,1405,1063,1144,2154,1354,2917,1811,2099,2244,1042
2011-10-01,16641,Västra Götalands,847200.0,2260,1378,945,1910,1283,2967,2282,2422,2402,1121
2012-01-01,17662,Västra Götalands,848600.0,2254,1358,739,2378,1606,3075,1533,2451,3254,1469
2012-04-01,17811,Västra Götalands,876800.0000000001,1976,1205,745,2262,1583,2894,3190,2172,2911,1252
2012-07-01,13425,Västra Götalands,872200.0,1319,834,710,1999,1138,2498,1671,1718,2293,1135
2012-10-01,14604,Västra Götalands,850400.0,1526,1031,767,1905,906,2589,2252,1897,2694,1211
2013-01-01,16184,Västra Götalands,853600.0,1480,1001,632,2387,1180,2822,1648,2222,3731,1439
2013-04-01,16175,Västra Götalands,878400.0,1639,914,706,2302,1338,2881,2930,2042,2493,1310
2013-07-01,12672,Västra Götalands,881199.9999999999,1220,800,583,1973,1109,2466,1582,1814,1844,1112
2013-10-01,13962,Västra Götalands,866600.0,1226,996,625,1462,1094,2204,2286,1990,2475,1354
2014-01-01,16784,Västra Götalands,867000.0,1530,1127,641,2315,1424,2920,1622,2288,3672,1563
2014-04-01,18120,Västra Götalands,887900.0,1424,1064,728,2209,1351,3048,3663,2215,3287,1421
2014-07-01,14895,Västra Götalands,897599.9999999999,1281,869,572,2114,1235,3026,1925,1902,2651,1345
2014-10-01,19356,Västra Götalands,872500.0,1901,1203,932,2048,1349,3109,2921,2432,3954,2037
2015-01-01,22235,Västra Götalands,870900.0,1860,1409,862,2859,2044,3745,2489,3059,4680,2243
2015-04-01,24394,Västra Götalands,890599.9999999999,1871,1398,951,2313,2430,4416,4049,3087,3837,2674
2015-07-01,14250,Västra Götalands,890200.0,1536,846,617,1226,1185,2529,1453,2008,2196,2035
2015-10-01,20589,Västra Götalands,870900.0,2965,1484,1068,1390,1436,3196,2492,3207,3307,2401
2016-01-01,19381,Västra Götalands,874400.0,2810,1223,880,1386,1507,3323,2072,3158,3629,1661
2016-04-01,24262,Västra Götalands,906900.0,2602,1321,784,1985,2155,3357,4709,3613,4649,1790
2016-07-01,20379,Västra Götalands,897900.0,2582,1129,759,2255,1827,2978,2898,3142,3877,1244
2016-10-01,2596,Västra Götalands,890100.0,3240,1570,1076,2286,2197,3639,3994,4015,4446,1604
2017-01-01,26294,Västra Götalands,906200.0,3163,1703,1098,3108,2557,3836,3248,4005,5165,1743
2017-04-01,249,Västra Götalands,917300.0,2589,1240,847,2606,2301,3202,4811,3154,4762,1353
2017-07-01,17179,Västra Götalands,918100.0,2138,935,669,1988,1765,2528,2457,2388,3453,1052
2017-10-01,2035,Västra Götalands,901000.0,2825,1283,893,1857,1687,2967,3205,2904,3819,1275
2018-01-01,20458,Västra Götalands,903800.0,2771,1084,869,2165,1760,3035,2736,2909,4500,1376
2018-04-01,30664,Västra Götalands,929800.0,3614,1481,1206,3411,3659,4416,5489,4050,4763,2158
2018-07-01,27550,Västra Götalands,938100.0,3457,1480,1181,4060,3184,4279,3283,3634,4337,2192
2018-10-01,31813,Västra Götalands,922000.0,4250,1864,1367,3974,3114,4624,4613,4252,5324,2501
2019-01-01,32460,Västra Götalands,941000.0,4036,1802,1268,5033,3196,4689,3648,4279,6181,2427
2019-04-01,29886,Västra Götalands,945200.0,3850,1450,1143,4064,2824,4295,4753,3624,5233,2226
2019-07-01,17237,Västra Götalands,952900.0,2039,850,687,2959,1684,2702,1909,2041,3252,1237
2004-01-01,847,Örebro,,22,54,41,158,117,163,118,123,220,22
2004-04-01,1184,Örebro,,16,45,47,152,100,146,505,165,184,36
2004-07-01,722,Örebro,,19,49,43,116,76,133,155,116,168,30
2004-10-01,882,Örebro,,24,42,25,141,101,168,227,92,164,32
2005-01-01,941,Örebro,,31,66,41,144,134,167,120,145,273,38
2005-04-01,1500,Örebro,141300.0,19,59,69,145,132,177,648,170,289,32
2005-07-01,818,Örebro,138300.0,30,34,30,117,82,173,197,117,165,18
2005-10-01,929,Örebro,134900.0,32,49,48,82,100,179,240,136,208,46
2006-01-01,1234,Örebro,135100.0,40,71,68,157,134,275,180,211,326,63
2006-04-01,1670,Örebro,141100.0,50,105,78,164,148,262,630,178,288,54
2006-07-01,1109,Örebro,142000.0,52,86,55,134,132,252,203,144,190,59
2006-10-01,1519,Örebro,138900.0,56,116,90,151,185,283,334,205,319,72
2007-01-01,1815,Örebro,141299.99999999994,99,143,125,249,261,369,228,280,409,70
2007-04-01,2342,Örebro,144800.0,91,173,117,239,291,351,694,296,448,79
2007-07-01,1769,Örebro,145900.0,90,150,101,216,240,378,279,290,313,59
2007-10-01,2272,Örebro,139800.0,146,195,163,238,276,474,308,372,455,84
2008-01-01,2389,Örebro,138600.0,120,226,161,321,296,403,280,310,580,177
2008-04-01,2671,Örebro,143500.0,104,152,138,257,256,331,1026,240,430,178
2008-07-01,1524,Örebro,141500.0,67,98,88,217,142,314,255,198,293,127
2008-10-01,1364,Örebro,136500.0,47,69,77,137,90,250,368,198,306,75
2009-01-01,1446,Örebro,136600.0,43,49,78,184,86,308,215,219,434,169
2009-04-01,1414,Örebro,141299.99999999994,49,54,55,149,72,268,520,120,245,75
2009-07-01,980,Örebro,141700.0,32,33,53,170,57,269,200,130,167,63
2009-10-01,1263,Örebro,141400.0,45,66,109,145,60,374,320,155,213,58
2010-01-01,1632,Örebro,139300.0,88,111,121,265,111,463,189,226,408,177
2010-04-01,1785,Örebro,142700.0,59,122,138,222,139,357,473,237,319,142
2010-07-01,1460,Örebro,143400.0,72,124,124,224,138,326,239,202,240,111
2010-10-01,1863,Örebro,137800.0,116,190,169,225,173,316,385,295,331,100
2011-01-01,2765,Örebro,139700.0,171,274,247,323,302,606,272,467,555,295
2011-04-01,2880,Örebro,145400.0,193,251,221,361,273,532,563,381,440,260
2011-07-01,298,Örebro,145000.0,118,187,128,343,212,519,288,267,310,151
2011-10-01,2291,Örebro,139800.0,150,190,96,283,196,439,424,279,403,163
2012-01-01,2598,Örebro,139400.0,169,218,126,367,250,557,321,332,495,176
2012-04-01,2533,Örebro,144800.0,156,180,84,301,271,444,569,315,406,163
2012-07-01,1791,Örebro,141200.00000000006,92,92,93,265,170,373,290,234,329,112
2012-10-01,217,Örebro,140400.0,133,143,81,258,116,362,436,249,396,125
2013-01-01,2240,Örebro,141200.00000000006,125,139,56,338,190,467,318,263,544,160
2013-04-01,2486,Örebro,143200.00000000006,133,124,66,340,167,431,724,271,435,145
2013-07-01,1869,Örebro,145900.0,104,90,56,283,170,353,342,193,347,181
2013-10-01,2153,Örebro,141500.0,152,144,88,237,141,336,427,286,506,147
2014-01-01,2384,Örebro,141900.0,127,120,99,360,182,440,330,302,619,177
2014-04-01,2973,Örebro,146100.0,146,134,106,342,226,460,922,286,583,170
2014-07-01,2236,Örebro,149000.0,105,111,67,339,160,468,407,227,493,179
2014-10-01,2754,Örebro,143800.0,149,128,73,296,203,471,572,355,672,250
2015-01-01,3156,Örebro,147000.0,155,175,116,377,382,558,431,382,764,266
2015-04-01,3727,Örebro,150299.99999999994,143,198,92,314,478,682,944,339,590,326
2015-07-01,1853,Örebro,148100.0,92,70,67,140,222,377,301,192,323,236
2015-10-01,2466,Örebro,147399.99999999994,188,166,125,173,225,420,417,325,557,203
2016-01-01,2363,Örebro,146500.0,173,128,109,179,252,381,375,397,516,163
2016-04-01,2684,Örebro,153900.0,186,143,101,147,274,360,777,328,517,160
2016-07-01,274,Örebro,153500.0,139,121,84,152,257,345,376,296,442,123
2016-10-01,2700,Örebro,150300.0,206,149,103,235,279,376,571,427,552,184
2017-01-01,2962,Örebro,150500.0,236,191,112,313,328,445,441,424,596,251
2017-04-01,2706,Örebro,155200.00000000006,140,169,87,222,218,366,809,315,547,169
2017-07-01,2329,Örebro,152100.0,167,154,79,239,243,325,429,302,549,146
2017-10-01,2666,Örebro,151800.0,234,199,115,234,251,368,573,353,566,192
2018-01-01,3175,Örebro,156600.0,280,241,140,357,339,446,421,449,706,290
2018-04-01,666,Örebro,157500.0,449,317,248,521,1196,1075,1023,716,717,503
2018-07-01,4853,Örebro,165000.0,412,288,192,572,904,827,522,585,731,414
2018-10-01,5123,Örebro,160000.0,451,271,238,615,684,817,792,648,921,351
2019-01-01,4426,Örebro,161000.0,283,272,163,613,472,641,627,532,1090,274
2019-04-01,435,Örebro,155700.00000000006,291,192,147,495,418,488,962,398,858,275
2019-07-01,2117,Örebro,156100.0,149,128,60,314,245,358,284,241,455,125
2004-01-01,1634,Östergötland,,55,89,64,291,164,316,282,269,367,98
2004-04-01,1896,Östergötland,,79,96,78,257,151,313,713,229,249,108
2004-07-01,1289,Östergötland,,66,63,63,242,158,325,192,182,233,64
2004-10-01,1696,Östergötland,,83,103,88,161,98,394,529,246,282,51
2005-01-01,1913,Östergötland,,115,102,107,390,172,481,303,296,343,88
2005-04-01,2634,Östergötland,212200.0,92,111,97,276,201,512,1015,320,395,99
2005-07-01,1593,Östergötland,216600.0,62,100,71,191,160,417,342,215,248,76
2005-10-01,2179,Östergötland,211200.00000000003,95,136,111,258,193,508,504,308,384,118
2006-01-01,2480,Östergötland,206600.0,97,175,104,299,226,613,383,323,559,178
2006-04-01,2766,Östergötland,212800.0,159,159,121,340,265,545,730,307,454,195
2006-07-01,2104,Östergötland,211700.0,103,186,92,277,245,509,323,302,344,143
2006-10-01,2562,Östergötland,208100.0,191,234,168,279,267,565,497,347,441,125
2007-01-01,395,Östergötland,208200.00000000003,243,292,191,459,394,619,352,527,583,125
2007-04-01,3583,Östergötland,214900.0,300,298,235,396,499,669,788,482,449,122
2007-07-01,2688,Östergötland,215100.0,252,276,195,364,397,604,273,420,313,97
2007-10-01,3456,Östergötland,211900.0,343,352,247,385,365,858,512,500,438,159
2008-01-01,3978,Östergötland,210700.00000000003,416,394,286,495,433,829,377,580,690,345
2008-04-01,3425,Östergötland,216800.0,321,262,217,380,369,549,770,423,379,339
